"Text_Review"
"Not Verified |  This is my first time to fly with Porter Airlines, I heard about this airline from a family member. I was a little confused to book my flight with them or choose WestJet or Air Canada but at the end I booked it through Porter and after flying with them I was so relived that I made a best decision for my trip to fly with Porter. Overall experience from the booking online to the customer service agent contact to check in to fly back and forth to my destination was simply awesome. Staff at the airport and inside the plane (Cabin Crew) were totally professionals. Service that they offered I have never received on any other domestic flights. I would love to book my future travels with them without any hesitation. I am a tall guy but the leg room was simply amazing for a person of my height. I wish they continue providing the same services and include more destinations to there routes. Best of luck to the whole team!"
"Not Verified |  It was my first time flying with Porter Airline, so I was a bit worried, especially because the airfare was much less expensive than many other airlines. However, this was one of my best flights ever, and from now on I will use Porter Airline whenever I can."
"Not Verified |  Never again will I be booking a flight using this airline. For context, my family and I are going on vacation to BC to visit Banff. We arrived at the airport at 4am since our flight was at 7.48am. Not until a couple of minutes before the flight did they finally come for the check in. Mind you they had a whole line behind us from the counter to the airport door. A very unprofessional and unpunctual staff. Never again would I even consider booking a ticket from them."
"Not Verified | Do not take this airline if you are worried about getting to your destination on time. First flight delayed causing me to miss connection. Didn't rebook me on a connection until the following day. Couldn't wait that long. Rented a car in Toronto and drove to Montreal. Told me to pound sand on getting a refund for the inconvenience they caused."
"Not Verified |  The most wonderful staff I have ever met. It was the staff that inspired me to write this review. Because it was an ordinary flight, similar to other flights, but we had one trouble, in which case they usually get off the plane, and it doesn’t matter that the problem is not the fault of the passenger. So, all the staff with a great desire to help, solved our problem and we still flew. This is a real concern for passengers, the human factor, which is just on top in this flight! I want to thank each one separately Charito, Murielle, Jeleesa, captain Matthew, captain Jay"
"Not Verified |  Our flight with United to Vancouver from ROC was canceled due to weather and could not be rebooked for 2 days. We had to be in Vancouver to catch a train. After frantic searching for an alternate travel plan we found Porter Airlines. Jumped in the car, drove 2.5 hours to Toronto and arrived in Vancouver only 3 hours later than original schedule. Everyone from check in to flight attendants was wonderful. As was food and drinks. We are returning now and upgraded to premium seats. Enjoying the same fabulous experience with Porter. Thank you!"
"✅ Trip Verified |  I am a person in a wheelchair needing special assistance. Due to the unpredictable weather of the day I chose to fly home flights where a mess. During this time I hasd the best care and would like to acknowledge the men that assisted me on and off the planes via the 'stair climber'. They were amazing and made all the crazy antics of the day bearable. Thank you so very much, you did an excellent job and it is because of you two I would fly porter again."
"✅ Trip Verified | Flight cancelled due to weather conditions. Re-scheduling suggestion didn't work for me, so I cancelled the booking and requested a refund. Horrible customer service, took 30 days for first review. They refused to give me the money, only a credit. But I am a foreigner not planning to use Porter anymore, and don't have friends in Canada to transfer the credit. So the money stays with Porter, who didn't provide the service, that blames the weather, but I am the one who got screwed. Seems a thieves' practice."
"✅ Trip Verified |  I was scheduled to fly from Quebec City to Toronto on Sunday, 11 June at around 4:30 PM. The flight was first delayed by 50 minutes and was later cancelled. No explanation was given for why this occurred. There was no Porter representative at the gate that we could talk to or that could help us figure out our next steps. All we received was an email automatically notifying us that we’ve been booked on a flight at 9:30 AM the next day. They did not even offer a voucher for a hotel, despite the fact that they were forcing us to stay in Quebec City overnight. With no one at the gate to help us, we were all forced to call Porter representatives and were put on hold for at least 30 minutes to figure out if we can be put on an earlier flight that same day. After I finally get through to someone, I was informed that there is indeed another flight on Sunday to Toronto that goes through Montreal via Air Transat. I asked to be rebooked on that flight and the representative did so, but when I went to pick up my boarding pass for the new flight from Air Transat, I was told my name was not even on the flight manifest. After a two-hour back and forth between the two airlines (Porter insisted that I was booked on that Air Transat flight, according to their records, while Air Transat literally showed me the flight manifest that did not have my name on it - of course, by that time that flight to Montreal had already departed), Porter said the earliest flight they could put me on now would be on Tuesday. I demanded that Porter refund me fully for the flight at that point. To their credit, they did issue a refund thanks to an incredibly kind and compassionate employee on their customer service line who stayed with me on the phone for those two hours to help bring me some kind of resolution to this awful situation, and who advocated for me to get a refund despite it being against Porter’s official policy (if they reschedule you on another flight within 48 hours, they don’t issue a refund). After getting a refund, I booked a 5:00 AM flight on Air Canada for the next morning. Thanks to Porter’s incompetence, however, I was forced to pay for a hotel room out of pocket as I couldn’t leave until the next morning, and the Air Canada flight cost me $100 more. All in all, Porter cost me $250 that basically just went down the drain and that I’ll never get back, for absolutely no reason other than their pure incompetence. I basically ended up paying $750 in total for this short one way flight, thanks to Porter’s incompetence. I will never fly Porter Airlines again. All of this could have been remedied if they had a person at the gate from the beginning. That was the absolute bare minimum and they could not even deliver that."
"Not Verified | This was my first and last time flying with Porter. This airline has no business charging to bring a carry on. I can understand when budget airlines like Ryanair do this - you can pay 50 bucks or even less for an hour flight so you know they will charge for every little thing. With a price of 250 bucks round trip from Ottawa to Toronto, I was shocked when I checked in online and they wanted to charge for a carry on bag. The price of the ticket is definitely not good value if it doesn’t even include such a basic thing. For some unfathomable reason, it’s also more expensive to get a carry on rather than check the bag. Never again. Other things I noticed were the flights were delayed more than once in both directions and the staff were not particularly friendly at all. I had a miserable experience with Porter and would never recommend them. I’ll drive or take Air Canada next time I make the trip."
"✅ Trip Verified |  I was on flight PD2363 on June 8th. All around great service from start to finish. Flight attendants were very accommodating and attentive. My first experience with this airline."
"✅ Trip Verified | Our experience with Porter has been amazing so far! The day before our flight, I went into cancel my father's flight as he was not able to join us on the trip anymore, and realized I ended up cancelling the entire reservation with the three flights for us and not just my father's. So the next morning as soon as the call center was open I called to see if they could reinstate our flights. The staff was very kind and accommodating and was able to work this out in time for our 8am flight! I couldn't believe this as most airlines are not very flexible with their cancel and change policies. The inflight experience was also great. I love that there are no middle seats. The staff was very kind and you get free snacks, meals and beer and wine on the flight! I felt so spoiled! This is something that I have rarely received on economy flights. Thank-you Porter! We will be flying with you again."
"✅ Trip Verified |  I am a frequent business traveler and have never experienced such poor customer service as I have with Porter. My flight from Boston to Ottawa was cancelled initially due to weather - this happens and I completely understand. They rebooked me on a flight the following morning so I had to get a hotel for the night. The following morning the flight was cancelled due to their computers (which seem to go down A LOT by the way!). They then rebooked me on a flight that evening that was again cancelled due to fog. Now, all other airlines were flying but Porter could not because they only have turbo props which apparently can't fly in the fog. They rebooked me for the next day (now two days after I was supposed to get in) and after waiting at the gate for any opportunity to get on a flight, I managed to squeeze on after a total of 21 hours of delays. When I submitted a request for compensation, I was told that the number of minutes of delay for circumstances outside their control (999 minutes) was greater than the minutes of delay within their control (578 minutes) and therefore, my request did not qualify for compensation.  They wouldn't even pay for my hotel or meal expenses that I incurred as a result... Customer service was horrendous. "
"Not Verified |  The staff was attentive and caring. Checked in us frequently. I was travelling with an 8 year old and they made us feel extremely cared for.  It was a wonderful experience. I would recommend this airline for sure. Great job."
"✅ Trip Verified | Cabin staff were pleasant. But my 4pm Porter flight back was canceled due to maintenance issues, and I was rebooked on a 6.55pm flight which departed about 10-15 min. late. Then when we arrived, had to again wait about 10-15 min. for gate agent to arrive. I found seats on new Porter planes with two seats per side quite uncomfortable. Used to fly with Porter whenever I visit family in Montreal because of convenience of flying out of city centre airport, but first experience of newly expanded Porter was not positive."
"✅ Trip Verified | I flew from Vancouver to Halifax with a connecting flight in Toronto on April 11, 2023 and then a return flight to Vancouver on April 20th. I had booked my flight through my World Elite rewards card. I had never flown with this Airline before so I was a little concerned about flight delays, cancellation issues but I was pleasantly surprised. My flights arrived early going to Halifax and coming home to Vancouver, despite mild 20-30 minute delays in Toronto. I found there to be more leg room than other airline planes and all rows contained a window and an aisle seat, no middle seats! There was unlimited inflight wifi and phone chargers at every seat. I received a complimentary wine and a choice of a more substantial snack/meal than other airlines offer. Granted, this was a longer haul flight from Vancouver to Toronto and vice versa. My assumption is that based on other reviews I’ve read, their flights may be getting cancelled because there weren’t enough passengers? I’ve talked to many other people who’ve never heard of this airline and I told them my flying experience was the best I’ve ever had with an airline. I will definitely fly with this airline again."
"Not Verified |  First time flying with Porter and what a nightmare. I landed in Ottawa at 1030am, flight was cancelled for 3.20pm and delayed until 9.45 due to mechanical issues. Waited until 9.45pm and was ready to board when that flight was cancelled as well for mechanical issues. They were not going to be able to fly me to my destination for 2 days. Booked with another flight and thank God I'm getting home today."
"✅ Trip Verified |  Porter Airlines has been quick and efficient in rectifying the issues we had. They have reimbursed us for clothing needed purchased when our baggage’s were delayed by 2 days. They have also compensated us for damages to our baggage on our returning flight. Great job Porter Airline for being quick and efficient on rectifying the issues."
"✅ Trip Verified | This airline is a mess! I called days prior to our flight to ask questions about baggage and what was allowed and what wasn’t. I was warned to expect to lose our baggage. We arrived to the airport on the day of, and everything seemed to go smoothly. All the staff on the flight and the flight itself was exceptional! However, when we arrived to our destination, one of our bags were lost. 2 days later it arrived. We were told we would be called, but no one called. They just delivered it to the address we provided at the airport. On our return flight, everything went smoothly at the airport and in the flight, again, all the flight attendants and the flight itself was great, however was delayed slightly . When arriving to our home destination, we picked up out bags and car seat. Noticed slight damage to one of the bags and the car seat for my child. Unfortunately, we didn’t do a thorough check at the airport. Our car was waiting and we were in a hurry as our flight was delayed by 40 minutes. When I went to put the car seat in the car, the car seat was all taken apart. I had to take the time to secure it and put it back together in order to use it. Then when we got home, we noticed the other bag was all ripped at the pocket. I’ve tried getting in contact with them and no one answers the phone. No one seems to know anything about anything literally. It’s been nothing but chaos. Their customer service is atrocious outside of the flight itself."
"✅ Trip Verified |  Terrible experience! Porter lost my checked bag on my ski trip to Whistler, B.C. Inside the checked bag was over 5000$ worth of snowboarding equipment. The airline has remained silent and has offered no reimbursement to date. Central baggage voicemail is often full and essentially impossible to reach. Customer service is a complete joke. Worst experience I have ever had. Would not recommend to anyone. "
"Not Verified |  When I Originally booked my flight I paid all the extra fees to ensure that I could make a change, or even cancel, and receive a full refund. Literally less than 12 hours before my flight was set to depart, They did a full cancelation of the flight and expected to rebook me days later to arrive at my destination. So, I chose the option to cancel my flight and rebook with a different airline. Fast forward to 2 weeks later, I still have not received the payment on my credit card. So I phoned customer service tonight to inquire.... And the man I spoke with was the most condescending person I have interacted with in a very long time. period. He was unbelievably rude, cut me off repeatedly, and was very sarcastic in his answers when I genuinely asked questions about the airline and their performance. Then i find iut this whole time itd because they chose to just credit my account rather than my card, Which was not agreed upon when I first booked the flight. Thankfully they refunded me fully in the end, but the phone call still somehow ended with this man being terribly rude with me for no reason whatsoever. I was calm, polite, and friendly through the whole conversation.I'm not sure what I did so wrong, but I certainly will never make the mistake of booking with Porter again."
"✅ Trip Verified | Mar 3 They cancelled flight PD2286 from Halifax to Toronto due to a ""coming storm in Toronto"" --- But because they did that they also cancelled flight PD2283 from Tor to Hal leaving 5 hours earlier @12.55pm from Toronto with clear skies in both Cities, this was to avoid having the plane stay in Halifax overnight. This cost 80 passengers stranded in Tor about $200 night for hotels, food, cabs etc. I estimate 80people x$200/night=$16,000 and Porter didn't give a cent. And saved the cost of 2 flight by booking us passengers on scheduled flights the next day. The Canada Transportation Agency only requires them to state the circumstances were ""Unavoidable"" to get away with restitution to their Customers - What a sleazy move, They have also cancelled 3 flights in 8 days from Halifax all at 5pm departure"
"✅ Trip Verified | Ridiculously unreliable - 26 hours before my flight I received notice that it had been cancelled and my ticket transferred to a flight leaving 9 hours earlier. I managed to get to the airport in time for that flight, only to have it delayed twice with no explanation. Cheap tickets, terrible service, take your chances and don’t fly Porter if you need to make a connecting flight."
"Not Verified |  They cancelled my outbound and return flights. They only informed of the change in the outbound flight and could only offer a flight that arrived the next day. The return flight I just happen to check to find they changed it to return a day early and could not offer another flight for more than 48 hours. Lack of communication about this was appalling and in the end I had to cancel and pay way more to get last minute flights with another airline. Don't fly with these guys unless you don't care what day you arrive, what day you leave and want to pay extra for accomodations."
"Not Verified |  I had booked 4 tickets for a trip from Toronto to Calgary over 8 weeks ago for this coming March break. Two days before the departure date I receive an email saying flight had been cancelled and they would put us on a flight 4 days later after my departure date. When I called, after waiting close to an hour on hold, this was the only “solution” they could provide. Clearly this was not a solution so I asked to speak to a manager. I was told I would hear back in 24 hr. I am still waiting. For an airline that brands itself so highly, this is highly disappointing in so many ways and breeds the contempt everyone has for airlines - they are no better. To top it off, it will now cost me 3,000 dollars more to fly another airline because of booking it 2 days before departure. They will never get business from me or anyone else that brings up airlines in my presence."
"Not Verified | Booked to fly Calgary to Toronto on March 4th, flight 360. It was cancelled due to bad weather in Toronto. Email confirmation of the cancellation auto booked me to the flight the next morning. Noticing that their was a flight earlier in the day that had been rescheduled for mid afternoon I called them. I was on hold for well over an hour (their recorded message said it would be 15 minutes). Then when an agent answered I requested to be moved to the earlier flight and he took all my information and asked me to hold again. After 15 minutes again on hold they disconnected the call. They have both my email and phone number --do you think they bothered to call back. They have very recently started flying this route and from the looks of it they are not ready to fly with the Big Boys yet. I could have flown cheaper with Air Canada but thought I would try Porter - big mistake. My brother-in-law flew earlier in the week and also got cancelled. Not a good start to flying this new route!"
"Not Verified |  Porter Airlines is quite unreliable, I had my flight cancelled twice and was rebooked for a flight 6 days after the original. However, the customer service was amazing and my flight was brought forward by the amazing Shasha. She worked really hard to find a way to get me to my destination despite booked up flights and was the most efficient, kind and friendly airline customer server I have ever spoken to. Thank you Shasha for brightening up my day and being such a life saver!"
"Not Verified | Worst airline company and customer service ever! Completely not professional. Hated my experience and would not recommend it. So much sub par to the performance of other airlines I experienced. The communication nor the comfort is very amateurish. Got my flight cancelled and nobody communicated any plans and the rebooking was done on a flight the day after when spots were open on flights the same day but apparently I had to pay an extra to be rebooked on the same day. Completely unprofessional."
"✅ Trip Verified | Booked ticket from Toronto to Montreal directly from their website with my personal mail ID and contact details. They cancelled the flight, at the last minute they said flight cancelled, gave another one for next day. At least they should inform one day prior or have to arrange another flight or airline at the same time. This is not for the first time. Even though I am aware about their pathetic service, I choose this one only because there was no alternate option. They do not value the customers time, they behave like its their right to cancel any flight at any time. Also they haven't provided me food and accommodation. Its around 8 hours, my luggage is not returned, waiting at the airport. Very very bad service Porter Airlines, not at all recommended to any one."
"Not Verified |  It was a pleasure from start to finish flying with Porter. The specific flight was PD403. Tha amenities were great. Wifi free, snacks free. Provided by a friendly professional staff. The booking and boarding went ultra smooth. Helpful and courteous from the get go. Pretty impressive considering it was an almost inaugural flight. I would recommend Porter to everyone. Would like to thank Teyana, Lauren and Chazito. It's staff like that and a more then competent pilot and FO that makes flying a positive experience that you want to repeat. Kudos Porter."
"✅ Trip Verified | Flew Porter for the first time on their inaugural flight from YYZ to YUL. The plane was a brand new (delivered in Dec 2022) Embraer E195-E2 (C-CKQL) and I was given seat 26C. Boarding started around 10 minutes late as the crew was relocating some of the passengers for balancing issues. We boarded the plane which was half empty. We took off around 45 minutes late due to a ""small technical issue"". There was free Wi-Fi available throughout the flight (including take-off and landing) as well as one power outlet per passenger. Take-off was smooth, beverages and a snack were served and we landed with a 30 minute delay. Landing was among the smoothest I have ever experienced. The crew was really nice."
"✅ Trip Verified |  Emma, a flight attendant who was working on flight PD 2137, from Toronto to Newark that departed at 3:00pm on January 31st 2023, is wonderful. She was kind, effective and quick, helped passengers to their seats and managed a plethora of issues, before the flight took off. I received very difficult news just before boarding. I was emotional, tearing up but trying to hide it. Emma, observant of my emotions, quietly came and brought me some ice to sooth my face and some water. She asked if I was okay and if I needed to talk. Throughout the flight she continued to be such a thoughtful, caring and kind person. Going out of her way to care for me. When leaving, she gave me hug. Her compassion was exceptionally appreciated. This is clearly above and beyond what Porter customer service is - Emma however, brought her emotional intelligence to the job. May she be known and celebrated for that. Emma made the difference for me today. "
"✅ Trip Verified | This is the absolute WORST experience I have ever had on an airplane. We left Montreal on a short flight to Toronto to catch a connection back to Chicago. After supposed weather delays, we were diverted to Sudbury, Canada, sat on the runway, deplaned, got back on the plane, sat on the runway again and flew back to Toronto. While waiting in Sudbury, we were informed that our flight to Chicago had been cancelled with no explanation from Porter as to what we were supposed to do. We were booked for a flight to Chicago on January 5th though - 5 days later stuck in Toronto with hotel and all other expenses not compensated for at all. We had to get a hotel and pay another airline to take us back home (at a huge expense). I cannot believe that there was nothing done to accommodate passengers or give any help in getting them to their next destination. I will NEVER recommend this airline or fly with them again."
"✅ Trip Verified | Save yourself, fly any other airline. Our Porter Airlines flight from Montreal to Toronto was diverted to Sudbury. We waited in a small holding area for hours. No food and limited bathroom usage. Not enough seats for half the people crammed in the space. We were boarded and flown back to Toronto only to have our flight to Chicago cancelled. This was 12/31, we were rebooked for 1/5. We both work and have kids at home so there was no way we were able to spend an additional 5! days in Toronto. Customer service was of no help. We ended up purchasing tickets on a different airline to get home. I would never use this airline again under any circumstance."
"✅ Trip Verified | Flight suddenly got delayed, hour after hour when they knew the weather forecast was going to be bad all day. They should have let us all know if advance. They also started offering “dinner vouchers” in secret, I did not get notified about any of this until I excited the boarding area, and went back to the check-in booths and demanded compensation. They agreed to pay for my dinner, but the dinner voucher was 15 CAD, in what airport do you think dinner is 15 dollars? Do you guys think I’m buying lays and Pepsi for dinner? Such disrespect."
"✅ Trip Verified | Horrible customer service. Unreliable. No seat recline. No WiFi on board. No airline app. Just a horrible experience all around. They issue weather change permits, but not even their own airport agents can process them and they force you to call their call center and wait on the phone for hours when you are staring right at a check-in agent doing nothing at the airport."
"Not Verified |  This is a very unreliable airline. Our first flight to Toronto canceled, we rebooked for 3 hours later and that flight was delayed for another hour so total of 4 hours delayed for first flight. Then the second flight delayed for another hour and half. So about 6 hours of delay in one trip. If you are on right schedule do not risk it and avoid this airline."
"✅ Trip Verified |  Flight was cancelled due to weather, rebooked to more than 24h later. Only option is a credit that has to be used within less than a year or you lose your money and they don’t communicate with you at all about their decision, you need to magically look under your user ID with them. Porter used to feel fresh, now it feels like a grind. Will travel by train next time."
"✅ Trip Verified |  Absolute worst airline I’ve ever flown! My original flight was cancelled by the airline without notice and I was put on a different flight, which then got cancelled. After changing to a 3rd flight , I learned that this new flight was now delayed for more than 4 hours. We received no food vouchers, no apologies, even after I learned some passengers had been waiting at the gate for more than 7 hours. I was so fed up with the entire experience that I was ready to just cancel my trip and return home. They told me to call customer service to inquire about a refund as this was not an option they could provide. I was on hold with customer service for an hour with no answer. With no certainty of a refund, I chose to board the flight to Toronto after all. As we approached Toronto, they told us the plane couldn’t land at the airport due to weather conditions and the flight was diverted to Hamilton. After an entire day of delays and cancellations, we were now stranded at an airport hours away from our intended destination. The shuttle service provided to transport everyone to Toronto took more than 2 hours to arrive. We stood in the cold watching the entire flight crew drive off in luxury car service. While I do appreciate the pilots getting us on the ground safely, I feel that customer service was extremely lacking. Save yourself the frustaration and headache, and use another airline."
